text,label
"Two months in jail for a Swamp Creature, yet 9 years recommended for Roger Stone (who was not even working for the Trump Campaign). Gee, that sounds very fair! Rogue prosecutors maybe? The Swamp! @foxandfriends @TuckerCarlson",Propaganda
"Whatever happened to Hillary campaign manager Podesta’s BROTHER? Wasn’t he caught, forced to leave his firm, with BIG BAD things to happen? Why did nothing ever happen to him, only to the “other” side?",Propaganda
Happy birthday #16 President Abraham Lincoln 🎂 https://t.co/A7EY9ArAPA,Propaganda
It will never end until #Twitter is under @FCC regulation. https://t.co/njYhTPG99F,Propaganda
“Deven Nunes predicts that more examples of Mueller team misconduct will be revealed in coming weeks.” @seanhannity  @FoxNews,Propaganda
"Now it looks like the fore person in the jury, in the Roger Stone case, had significant bias. Add that to everything else, and this is not looking good for the “Justice” Department. @foxandfriends @FoxNews",Propaganda
"on the same day ERIC CIARAM£LLA will testify in the Senate, 
Greg Rubini will release a book on him.

The book is ready.

Title:
""Who is Eric Ciaramella?""
""Everything you want to know about the Adam Schiff 'whistleblower' ""

please RETWEET !",Propaganda
"BREAKING:
Gen. Flynn case - the DOJ has appointed an ""Outside Prosecutor"" to handle the Flynn case: 
Jeff Jensen, US Attorney Eastern District of Missouri

I think it's good news for Our Hero!
what do you think, @SidneyPowell1 ?  
@BarbaraRedgate 

https://t.co/pcwCHGTqwa",Propaganda
Another one. Can’t figure out what they are saying. Obviously someone suddenly fell in public. It is very worrying that people could collapse without showing any symptoms. #COVID2019 #coronavirus 又一个倒地的。无征兆倒地前的传染性是最可怕的。#武汉肺炎 #新冠肺炎 https://t.co/mqHJg7lqva,Propaganda
"The US military has set up 15 coronavirus quarantine camps on its bases, and 600 citizens are sti... https://t.co/3Is2tzuqoO via @Yahoo",Propaganda
"BREAKING: #Pentagon to extend availability of 4 bases to help with #coronavirus efforts through March 15: statement 

-- Travis Air Force Base, #California
-- Joint Base San Antonio-Lackland, Tex. 
-- Fort Carson, Colo. 
-- Marine Corps Air Station-Miramar, Calif.",Propaganda
And this gem from the comedy gold mine called #MichaelAvenatti... https://t.co/3IfM8XlB5V,Propaganda
"What could go wrong? 

Meanwhile, ahead of the US presidential election in November, Facebook says it's invested heavily in fighting disinformation and has 35,000 people working on safety and security issues.

https://t.co/KnpyQxwMqQ",Propaganda
Trump’s reelection campaign goes pedal to the metal at Daytona 500 https://t.co/HFbxPS6Uso via @politico,Propaganda
Whoops... FBI raids company tied to Joe Biden brother https://t.co/yoIsxxxa6a,Propaganda
This makes Mini Mike look good compared to his performance last night. Worst debate performance in history! https://t.co/oUTz9njZPg,Propaganda
"BREAKING:

Roger Stone has been sentenced to 40 months in prison

This is 40 months more than ADMITTED liar Andy McCabe will serve

This is an outrage

Roger Stone should not spend a day in prison while criminals like McCabe, Comey, &amp; Clinton walk free

RT for a FULL Pardon!",Propaganda
"“They say Roger Stone lied to Congress.” @CNN  OH, I see, but so did Comey (and he also leaked classified information, for which almost everyone, other than Crooked Hillary Clinton, goes to jail for a long time), and so did Andy McCabe, who also lied to the FBI! FAIRNESS?",Propaganda
"Just a reminder that Roger Stone was just sentenced to 3 years more in prison than John Brennan, Jim Comey, Andy McCabe and the other conspirators combined, in the most significant abuse of our law enforcement and intelligence operations in the country’s history.",Propaganda
"Facts:

The jury forewoman in Roger Stone's case lied to the judge and said she had ""no recollection"" of who Roger Stone was

But her twitter is filled with tweets about Roger Stone

She lied under oath

Why shouldn't she get 40 months in prison &amp; $20k fine?

RT for justice!",Propaganda
"#Breaking Roger Stone has been sentenced to 40 months in prison. But what about Andy McCabe lying 3 times under oath? Former CIA Director John Brennan lying to Congress - former DNI James Clapper lying to Congress under oath.
#TwoTieredJustice will @realDonaldTrump pardon?",Propaganda
"Roger Stone was given 40 months in prison...

But people like: 

James Comey

John Brennan

Andy McCabe

Hillary Clinton

Lois Lerner

...All get to walk away scot free without any jail time for lying?

Our justice system is a disgrace!

RT if Roger Stone should be pardoned!",Propaganda
"You mean to tell me that an Illegal Alien can go home after killing an American, but Roger Stone, who hasn't harmed anyone, is giving 40 months in jail. This is straight Bull shht!",Propaganda
"Outrageous:

3 years and 4 months &amp; a 20,000 dollar fine for Roger Stone

What about the biased jurors?

What about the hyper-partisan prosecutors?

Did the Obama judge take any of that into account?

This is a complete sham

Roger Stone shouldn't spend a DAY in prison",Propaganda
“The decision not to prosecute Andy McCabe is utterly inexplicable.” @Judgenap  @HARRISFAULKNER @FoxNews,Propaganda
“She should never have been on that jury. Everything about this stinks.” @JudgeJeanine @seanhannity @FoxNews,Propaganda
Gestapo tactics! This is what they do. #DeepState https://t.co/31lnqqxam4,Propaganda
"Let me get this straight:

Andrew McCabe goes into the White House, sets a perjury trap, and entraps Michael Flynn

Gen. Flynn is then faced with the prospect of jail time

But when McCabe ADMITS to lying—He gets off

RT if Flynn should be pardoned and McCabe should be charged!",Propaganda
"Charged for false statements: Flynn (R), Stone (R), Papadapoulos (R).

IG found 4 false statements from Andy McCabe (D). No charges and welcomed as a hero by left-wing media.",Propaganda
"That’s because there are two completely different sets of “Justice” @TomFitton, Justice for the people and then there’s the Department of “Just Us”. https://t.co/fwUIlnuPAF",Propaganda
and... it’s going to be BIBLICAL #StepIntoTheSun #StepIntoTheLight https://t.co/aSAPmO3iWY,Propaganda
@TomiLCollins1 @FollowThe17 @abundantlifelh @rhowardbrowne @realDonaldTrump and... this is the type of stuff that Twitter is doing to you @TomiLCollins1 and to practically ALL other patriots! Tick... tock @Twitter https://t.co/20yaCvLZpw,Propaganda
"So the jump from China to Italy and Iran is a bit stunning and frankly unexpected. What was the route or mechanism of transmission to “leapfrog” an entire continent? Iran doesn’t have porous borders like America (under Democrats) has.  A bit suspect, no?  https://t.co/VQfjaNOpSr",Propaganda
Significant numbers of migrants and refugees have gathered in large groups at the Greek-Turkish land border and have attempted to enter the country illegally. I want to be clear: no illegal entries into Greece will be tolerated. We are increasing our border security.,Propaganda
Good old lying crazy Joe is still at it! Not much has changed. https://t.co/JkkPK8FeJw,Propaganda
Lindsey Graham has started interviewing witnesses in FISA abuse investigation https://t.co/69gkaSQs38,Propaganda
Schumer made a direct threat against 2 sitting Supreme Court Judges - that is a federal crime. https://t.co/KFnlVTuyfX,Propaganda
Nothing Can Stop What Is Coming... https://t.co/BVSWz7nxim,Propaganda
How's this working out for you @Jack? #WeFightBack #HopeYouDontMind https://t.co/Ej2NRQ4kb3,Propaganda
"Who knows what this means, but it sounds good to me! https://t.co/rQVA4ER0PV",Propaganda
Welcome home boys! We love you! https://t.co/4NOQL6io6M,Propaganda
Old Joe's gettin spunky! 🥊 ;-) https://t.co/CIUzml773P,Propaganda
The Storm Is Here. #Pedowood #Hollywood #ItsNOTok https://t.co/zUn50A20xy,Propaganda
Many more will fall... https://t.co/Tvg7Hy6rYr,Propaganda
NOW that you ALL have had the opportunity to witness first hand... YES this absolutely can happen even here in the UNITED STATES OF AMERICA! Are you WOKE yet? Glimpse of what socialism ALWAYS ends up looking like! #MAGA #SoupLine anyone? https://t.co/rRgYGTSBFR,Propaganda
Yes we are... https://t.co/kbmcepDoKV,Propaganda
The President tests negative for #COVIDー19 🙏🏼 https://t.co/sKEWFumeXV,Propaganda
Israeli PM band Israelis from going to the Gym until further notice so here’s a good solution all the way from Brazil #Corona #coronapocolypse https://t.co/VZTdnKHbJ3,Propaganda
"This Italian knows how to effectively distance himself from those infected with a coronavirus.

#covid_19 #coronapocolypse #COVID #Trump #COVID2019 #coronavirusus #ItalyCoronavirus #Italia https://t.co/aSNXMGpEpg",Propaganda
"Lit Quarantine in #Italy

                 •••••

#Covid_19 #CoVID19Aus #coronavirus #coronapocolypse #Italia #PrayForItaly #Love #SmackDown #dj #music #Lockdown https://t.co/PchMunOpyo",Propaganda
"BREAKING: Federal Reserve cuts rates to zero and launches massive $700 billion quantitative easing program

https://t.co/gBz5ggLNmV",Propaganda
"A smart move by the Fed. The pressure is on them by this Administration like never, ever before. Believe it...

https://t.co/oXQx1wW8kY",Propaganda
"We will be, by mutual consent, temporarily closing our Northern Border with Canada to non-essential traffic. Trade will not be affected. Details to follow!",Propaganda
This is the best idea I’ve seen in a while! 💡 https://t.co/I6wVPqdJ9T,Propaganda
"Best info out there on #coronavirus safety.

https://t.co/jl3QVHmLkJ",Propaganda
@Hillary always has been and will always forever remain nothing more than a shit stain on Ameican history! https://t.co/Gw3m5RIYgM,Propaganda
"Also BREAKING: Media zeroes have a complete meltdown as they realize Trump was right, and that people may live. 👇🏻👇🏻 https://t.co/6YdcjYe5oz",Propaganda
"RIP Federal Reserve!!!

This is Huge!!!!

""This scheme essentially merges the Fed and Treasury into one organization. So, meet your new Fed chairman, Donald J. Trump.""

https://t.co/HHIoebmfxq

#WWG1WGA
#QAnon
#EndTheFed
#Freedom https://t.co/YFHNY61LsC",Propaganda
"The  best is yet to come... #MAGA was NEVER simply just a “slogan”.

We the people are now in control of the FED...

Be brave!  

:)",Propaganda
Drugs are the heartbeat of the Deep State. President Trump is about to tear it down. Watch... https://t.co/pBXawqrC5B,Propaganda
"Thank you @TysonBrand! Tyson announces $60 million in bonuses for workers, truck drivers during coronavirus pandemic ❤️🇺🇸
https://t.co/KRoUJ0faMX",Propaganda
God bless each and every one of them and all who are on the front lines this Palm Sunday. 🙏🏼❤️ https://t.co/8k49RiqNwf,Propaganda
"China was appointed on Wed to a UN Human Rights Council panel where it will play a key role in picking the world body’s human rights investigators — including global monitors on freedom of speech, health, enforced disappearances, &amp; arbitrary detention.
🤦🏽‍♀️You can’t make this up! https://t.co/fULmWtfFSZ",Propaganda
We’re with you @POTUS every step of the way! You can do this! Rebuke the enemy! https://t.co/KZ7DWO3b9x,Propaganda
#FISA READ footnote 350 FBI effort to verify Steele Dossier “The (redacted) stated that it did not have high confidence in this subset of Steele’s reporting and ASSESSED that the referenced subset was part of a Russian disinformation campaign to denigrate US foreign relations” https://t.co/7aVvNkx3BV,Propaganda
"#FISA READ FULL footnote 302 Steele dossier sub-source “According to a document circulated among Crossfire Hurricane team members and supervisors in early October 2016, Person 1 had historical contact with persons and entities suspected of being linked to RIS (Russian Intel)... https://t.co/VxIX4dQ6zH",Propaganda
"#FISA @ChuckGrassley who pushed for declassification footnotes with @SenRonJohnson issued this statement “FBI Ignored Early Warnings that Debunked Anti-Trump Dossier was Russian Disinformation
Declassified footnotes...reveal faulty predicate in Russia probe @CBSNews https://t.co/oc3rEjYGWZ",Propaganda
BUCKLE UP! https://t.co/HsMlGm8jfM,Propaganda
"Happy Easter! While I am not able to read to children during the #WHEasterEggRoll, I would still like to honor the annual tradition &amp; share a reading from one of my favorite Easter’s books – ""The Little Rabbit"" https://t.co/2DsU6uRvdM",Propaganda
This would be the beginning of the end! https://t.co/93gM0EFjTa,Propaganda
US House hopeful Mowers raised $354K in first quarter; campaign says it’s a primary record for a GOP candidate in NH. We need to win NH for ⁦@realDonaldTrump⁩ and this seat is part of the path back to the Majority in Congress.  Big Numbers!  https://t.co/5DX5y5wGTa,Propaganda
"Here's an email from Anthony Fauci to Cheryl Mills praising Hillary Clinton's ""stamina and capability"" during the Benghazi Hearings.

Also, notice how he claims she ""hit out of the park"" and makes sure to include that he ""loves"" her.

That is all you need to know.

#FireFauci https://t.co/ERRSjO2QXq",Propaganda
"For the purpose of creating conflict and confusion, some in the Fake News Media are saying that it is the Governors decision to open up the states, not that of the President of the United States &amp; the Federal Government. Let it be fully understood that this is incorrect....",Propaganda
"....It is the decision of the President, and for many good reasons. With that being said, the Administration and I are working closely with the Governors, and this will continue. A decision by me, in conjunction with the Governors and input from others, will be made shortly!",Propaganda
Almost... W.H.O. are we kidding?! https://t.co/v2LhXSJzvw,Propaganda
"Just to put things in perspective... 

RE-OPEN the COUNTRY Mr. President! @realDonaldTrump @POTUS https://t.co/1zOAvh3Eol",Propaganda
Jimmy! We LOVE you brother. Keep up the good fight! ;-) https://t.co/Q5pyTAjms5,Propaganda
"Gotta love @SpeakerPelosi, America’s gift! 🙄 https://t.co/Pl11wJ6Wdc",Propaganda
Truth Is A Force Of Nature! https://t.co/vORYxgkcAi,Propaganda
"Opinion💭by @RogerLSimon

#DurhamProbe: Many have been skeptical that any of the possible guilty parties involved in the Mueller/Russia probe would be punished, but the tide toward prosecution may be turning. https://t.co/hTP9uE4rvP",Propaganda
#ThisIsNotOk @realDonaldTrump call on social media to be legally identified as “public square” and  hold them accountable for bias! #ENOUGHISENOUGH @TrumpWarRoom https://t.co/I9yvbZQ8H9,Propaganda
"Dear 
@Comey... would you like your stripes to be sewn on vertically or horizontally? 

@realDonaldTrump",Propaganda
Here comes the boom... ready or NOT. https://t.co/ycYKKsqVeb,Propaganda
"WIN for Flynn! All things into the blinding light... 

https://t.co/j5nboVPaRc",Propaganda
"This quote speaks to how messed up #Pelosi &amp; the #Dems message has become. Remember when they thought #Trump shutting down our border w/ #China was “xenophobic?” Well, NOW, she claims he didn’t shut them down enough. Wild. https://t.co/4IqzZuntz6",Propaganda
I stand with you Candace! #NoForcedVaccines 👊 https://t.co/Mm0m9yW1tu,Propaganda
LET FREEDOM RING! @GenFlynn https://t.co/6YfREYD5vq,Propaganda
"Chasing the Blues! ;-)  

Hooyah!!! https://t.co/ue4RSXeexj",Propaganda
"AEWP = Adam Entous @ WaPo

MF = Michael Flynn

RR = Rod Rosenstein

S = Strzok

Limey = @LouiseMensch",Propaganda
"This whole thing has been absolutely nothing but a FARCE, a complete derailment of our justice system and a total drain of our hard earned taxpayer dollars! The criminals who orchestrated/manufactured this LIE should be held accountable and to an entirely new standard. #TREASON https://t.co/7miEcIDRBL",Propaganda
Flags out for FREEDOM! 🇺🇸 https://t.co/KAkMLuJmp2,Propaganda
Mueller's team attempted this with everyone who helped @realDonaldTrump win! https://t.co/HqIJ11L5ty,Propaganda
The FBI spent more time planning how to jam up @GenFlynn than they did verifying the Steele dossier,Propaganda
"Mainstream media (and I know plenty of you follow me), it’s not too late - everyone gets a chance at redemption

Get out ahead of the curve on reporting the news of @GenFlynn. Don’t do what you’re doing now.",Propaganda
"BREAKING:  New docs filed by @GenFlynn legal team detail how FBI concluded Flynn investigation ""no longer a viable case"" on Jan 4, 2017 and closed the investigation! Strzok texts show ""7th Floor"" (Comey/McCabe) tried to keep it open. https://t.co/3Rw97psY8d",Propaganda
"Smear of @GenFlynn is outrageous affront to  decent cops. Taxpayer-funded thugs pretending to be ""leaders"" in FBI should be sent to prison &amp; pay @GenFlynn back every penny he lost. Law scholar @JonathanTurley no fan of @realDonaldTrump lays it out.  https://t.co/2KtFkiLlOZ",Propaganda
"If you’re Tweeting “Flynn plead guilty in open court” but omitting “because Mueller’s thugs threatened his son so he confessed to a crime he didn’t commit,” you’re a dishonest hack.",Propaganda
You judge a tree by its fruits. What is Bill so desperate to cover up? We know... https://t.co/JvVbMsDGBU,Propaganda
"This is the tactic they tried with me! Mueller’s Special Agents tried desperately to intimidate me into meeting before I could secure council. It was all cloak and dagger and intimidation tactics. They even sent two Federal Agents to my mothers home, knowing I lived 2 hours away! https://t.co/t2DWxPmFeA",Propaganda
Flags out for FREEDOM!!! 🇺🇸🇺🇸🇺🇸 https://t.co/w9QCSIKzBQ,Propaganda
"What in the world is this?!

And how is this even possible?

https://t.co/vHe298zMVX https://t.co/gY5cmUDHHw",Propaganda
"Candace Owens just had her posting privileges suspended after telling Michigan residents that they should go back to work.

This is what happens when Twitter doesn’t agree with you.

They should unsuspend her immediately.

RT so they can’t ignore!

#FreeCandace",Propaganda
"This is the tweet that got @RealCandaceO banned

Think about this... Candace is thrown into a digital gulag where she can no longer be heard for telling the people to engage in civil disobedience of unconstitutional &amp; draconian orders by an out of control State Govt

#FreeCandace https://t.co/Ex5CCixidO",Propaganda
#WakeUpAmerica #StandUp https://t.co/IYdhxcyX3z,Propaganda
"@DavidJHarrisJr Been calling this for over 2-years that Michelle Obama would be on the Democrat ticket. Also, Biden can NOT possibly go head to head in a debate against @realDonaldTrump. What's the scenario you all think will play out?",Propaganda
"This is a truly terrible terrible thing that has happened and I am praying for George's family and friends during their moment of grief. YES, we must hold those responsible for such atrocities accountable and they MUST be prosecuted to the fullest extent of the law. 🙏 https://t.co/4ZxrG2tCP4",Propaganda
"@chancetherapper This is a truly terrible terrible thing that has happened and I am praying for George's family and friends during their moment of grief. YES, we must hold those responsible for such atrocities accountable and they MUST be prosecuted to the fullest extent of the law. 🙏",Propaganda
"Twitter doesn't even know what's coming.

What are you going to do... ""suspend me again?""

LOL https://t.co/N1jcVsKWGl",Propaganda
BS TWITTER... PAIN IS COMING...,Propaganda
"I have ONLY left this account up (for years) for records and for testimony of the dubious (at best) practices Twitter executes on a regular. 

Have fun #Twitter

Hope you feel it was all worth it.

You made me smile.

:-)",Propaganda
"@AlexAngel131 @kimfreethinker We like it loud! ;)
God bless you Patriot!",Propaganda
"Roger Stone was set-up by the Deep State! 

There was NO “Russian hacking” of the DNC, we (= a good number of highly qualified, capable people) have possession of forensic evidence!

Data download speeds and time-stamps of Wikileaks files. 

Does @realDonaldTrump also have it? ;)",Propaganda
"The Deep State set us ALL up, the whole country, including the world!

They are master magicians. 🎩 

They pulled off their GREATEST ILLUSION right before your eyes! 👀 

Welcome to End Game Chess. ♟ 

You are HERE.

YOUR President @realDonaldTrump needs your help. 

#MAGAUNIFY",Propaganda
"How come the Chief Investigator, the @FBI has never had their hands on the actual prime evidence (the DNC servers) which was claimed to have been “hacked by Russians“?

WHY would they NOT inspect the servers?
 
WHY would we SIMPLY take the WORD of a co. named @CrowdStrike ???",Propaganda
"@ezgoenb114 @realDonaldTrump Look 👀 

You have more than you know. 

#FollowTheYellowBrickRoad",Propaganda
"Where’s the server?

Inquiring minds want to know!

Does @realDonaldTrump already have it?

;)

https://t.co/lP3RMG9sAq",Propaganda
"Here’s one for you...

Does @realDonaldTrump already have Hillary Clinton’s 33,000 emails... PLUS?

:)

@NSAGov",Propaganda
"I was personally stalked in 2 cities by FBI,  interrogated and screamed at, in the face, in a locked room and continuously threatened by Mueller’s angry prosecutors. 

It was ALL Cloak and Dagger and hardcore intimidation tactics, and all set-up to be a perjury trap! 

KNOWINGLY https://t.co/l7uNbxSPZw",Propaganda
"I have worked quietly behind the veil since midterms 2014
 
We have studied and well documented every one of Twitter’s nefarious censorship and shadow banning tactics

We have developed and deployed proprietary software to exploit all weaknesses

2016 BIGGEST POLITICAL UPSET!
:)",Propaganda
@WG89159595 @TanHaley You ain’t seen nothin yet!,Propaganda
"Dear Patriots, please do NOT feel fatigue. 

We are just about to bring the HEAT...
  
and we are literally just getting warmed up.

BELIEVE IT!

#EnjoyTheShow 🍿 

https://t.co/Q7FYfXO0wv",Propaganda
"I wear this article (liberal hit job) as a badge of honor. 

Bring it Twitter... and “expert analysts”.

you made me :)",Propaganda
@olive_eisner @jjdressgown42 THRIVING,Propaganda
"“A senior intelligence source confirmed that Pompeo met with Binney to discuss his analysis, and that the CIA director held the meeting at Trump’s urging.”

https://t.co/MgbiHYuoW2",Propaganda
"@Jack let’s this domestic terrorist ANTIFA LEADER account run completely unchecked. NOT only that... HE FOLLOWS THE ACCOUNT!

#CallingOnBarr

https://t.co/Wz8QTfT6y4",Propaganda
"The Game

#TheGame
#MAGA
#QAnon 
#SOROS https://t.co/RxMZkz83BS",Propaganda
"@the_erinmorri THAT... my friend is the correct question!

#StandUp

:) https://t.co/mcSyhPDOkh",Propaganda
"All we have to do is STAND UP...

and their little game is OVER!

#StandUp 
#GameOver https://t.co/gi49FckQuv",Propaganda
"@mmichellenapier @ezgoenb114 @realDonaldTrump Ha! and who's the source you used for your argument... OH... I see it's Crowdstrike! LOL

Instant BLOCK!",Propaganda
"Ha! and who's the source you used for your argument... OH... I see it's Crowdstrike! LOL

Instant BLOCK! https://t.co/IMp7Zx4zOy",Propaganda
"Well said @icecube, FREEDOM NEVER is and NEVER WAS FREE!

I am ""mixed""... and I will NOT be voting for #CrazyJoe @JoeBiden .

Bet! https://t.co/zwCIMMgpin",Propaganda
".@TheRevAl unfortunately you lost your way a long... long time ago. Some say you sold your soul. I met you in The Grand Havana Room at top of the 6s in NY. You were a ""boss"". You are a DIVIDER... NOT a PROVIDER. Time to step down off your throne. You don't promote #PEACE https://t.co/pkVeBDcVIb",Propaganda
"@AndreaAndCo1 @icecube @JoeBiden AMEN SISTER.

and YES!
♥️",Propaganda
"#RaceBaiter

@TheRevAl you are pathetic and your constant deliberate attempts at division amongst all people wreaks havoc on America and you reek of foul and stinch! 

Yes... I said it! 

What!? https://t.co/yCWmgyQPHE",Propaganda
"#JusticeAndPeace !!!
#JusticeAndPeace !!!
#JusticeAndPeace !!!

#ProvideDontDivide 
#NoRaceBaiting 
#DividersTimeIsComing",Propaganda
"#STANDUP !

Stop getting played!

#WakeUpAmerica

What are YOU going to do about it?

#YOUARETHEANSWER https://t.co/lgcIuVT1KA",Propaganda
"#RaceBaiter  
@TheRevAl
 
Watch the #Charlatan hard at work.

Keep working it Al.

#DividersTimeIsComing",Propaganda
"Couldn't have said it better myself.

#DividersTimeIsComing https://t.co/5tusmpuh67",Propaganda
"Indeed, some of us are waking up.

#DividersTimeIsComing https://t.co/OGYIsq4q1q",Propaganda
"Go Charlatan Go! 
@TheRevAl

YOU are NO Dr. Martin Luther King Jr.

Shame on you!

#DividersTimeIsComing https://t.co/waCv1ZQiLu",Propaganda
"GET IN THE FIGHT PEOPLE

AND CALL OUT THE RACE BAITERS

FOR WHAT THEY ARE

#DIVIDERS 

#TRUTHISAFORCEOFNATURE 

#JUSTICEANDPEACE !!!

America is yours to lose! 

Get in the fight!",Propaganda
"I couldn't agree more @DiamondandSilk. 

@TheRevAl capitalizes on the misfortune of others at every turn. He does NOT care about PEACE and UNITY... he ONLY cares about divisiveness and the promoting his own ""brand"". 

He and only HE enjoys the smell of his own ""brand"".

#Stinch https://t.co/aQZrq3MCIh",Propaganda
"@loudog112 The good Lord is NOT going to come down and comb anyone's hair for them.

An IDEA without FAITH &amp; EXECUTION is a HALLUCINATION.

We've got to #StandUp and #SpeakUp

#HopeIsNotAStrategy 

God bless... and God speed Patriots!

#GETINTHEFIGHT",Propaganda
"Umm 💥

Shall we go on? https://t.co/6wW510Tdx2",Propaganda
"#Dividers !

How about #UNITYAMONGUSWAY ?

Spike, what's up with all the ""pretty"" bracelets, symbolism and pins?

#1619Project (The more you know)

Let's tear down ALL the Egyptian pyramids... I heard they had slaves for 5,000 years!

#WakeUp and #Evolve 

#BrighterFuturesAhead https://t.co/c5L7vx8ZPn",Propaganda
BE NOT AFRAID!,Propaganda
"My words exactly! 

Happy birthday Mr. President!

Thank you for putting America First!

Please take a moment to enjoy your special day.

You deserve it!

God bless! https://t.co/i1Tl6JL8iL",Propaganda
"So, if anyone wants to do something fun outdoors today in Marina del Rey, California, come celebrate National Flag Day &amp; President Trump's birthday!

A HUGE patriotic boat parade in some GREAT weather!

Get in touch with my good friend Kotcha ASAP! 

@KotchaTheGreat https://t.co/Zx0Z5tzUUS",Propaganda
"@CA_4_TRUMP
@bribohan
@jay6018
@33MAGA777
@LoadingRobbieO
@0k0k0k0k0k0k0kO
@Skywalkerlu1
@SharonIsrael5
@gunsfamilytrump
@maritaxgborton
@DianaGLCPA
@JeanetteDenise2
@RJTobias1
@blondielady00
@peaceloverockr
@Papamundi_film
@BradCrouch3
@TheMagusX

https://t.co/nAsO8clqF6",Propaganda
"@MaggieGarcia37
@kc6dhi
@MyPupVoted
@sgerard
@CheriseGuilfoil
@bastias54
@BeingSentinel
@MsDayPlanner58
@RealFact19
@walkingonthmoon
@dodgers_777
@SeanPhillipHall
@BooDaddy9990
@NeillMandi
@MrJoseBrito
@SusanRe73106992 
@realbsball
@laurie_ishii

https://t.co/nAsO8clqF6",Propaganda
"@cba321xyz654
@dave_h909
@ChristyCat2
@Political_Bob1
@stradfilms
@Keep_USA_great
@nnw59
@Buster_Crabb
@HomiesForTrump
@CIGRHPR
@DrummerShanahan
@palisadeslawyer
@Killface_B00sh
@vincent_e_bush
@SoCalConserv16
@CiroGH4

https://t.co/nAsO8clqF6",Propaganda
"@UrsulaDG5
@LossAngeles
@John_Evans_CA
@CharlesEGreen
@MikeLGentry
@orthoman6anorth
@jclementsasu
@2_breana
@Cali

https://t.co/nAsO8clqF6",Propaganda
Gangs are trying to get into Birmingham’s Children Hospital. That is fucking disgusting. Have they no heart? #BirminghamRiots,Radicalism
"Rioters in Birmingham make moves for a CHILDREN’s hospital, are people that low? #Birminghamriots",Radicalism
May Allah azza-wa-jall destory all these traitors of Islam in Afghanistan who joined hands with kuffar USA,Radicalism
"Taliban made a secret deal with the American Kuffar to take power, and in return Taliban protect America",Radicalism
Funny how your “human rights” never apply to the white working class who your Zio-shill masters work to destroy,Radicalism
"@NathanKanelis @Franklin_Graham @BillyGraham Billy Graham was a Pastor who did his best to heal those in need and also to pray for our leaders. Remember, Jesus didn’t come to simply preach to the saved. The walk is to strive to be like Jesus. Let he who is without sin, cast the first stone.",Radicalism
"5 Members of #Brazil parliament went to hospitals under encouragement by #Bolsonaro to break into hospitals &amp; check to see the number of patients there. This hospital claimed 5,000 ppl with COVID19 and 200 dead.

THE WERE NO PATIENTS INSIDE THE HOSPITAL!!!

#OpenYourEyes 

👀 https://t.co/nDpHVfCwGX",Radicalism
@BATMANTHEDARKK8 Prove it is fake then and I will be happy to retract it.,Radicalism
"@technovert @Amber_305 PRAYER is indeed the ULTIMATE! 

Beyond that! Let's demonstrate to our good Lord we are all willing to strap on our combat boots, do the army crawl, with a knife between our teeth and actually join the charge!

Are you with me?",Radicalism
"@j_lifeexplorer That's RIGHT!
;)",Radicalism
"Never, ever... gets old.

:) https://t.co/pjmkBzPK4P",Radicalism
"My sentiments exactly Oz

1800° https://t.co/nH4eICW0Dr",Radicalism
Indeed https://t.co/jDXAUTD52Z,Radicalism
"Many people have seriously lost their ever loving minds.

What went wrong at some point that causes so many to have all sense of morality and any sense of human connection to be completely whipped from their conscience and furthermore subconscious?

I am NOT looking for an excuse https://t.co/KMXuCf2NMU",Radicalism
ALL LIVES MATTER!,Radicalism
"ONLY YOU CAN PREVENT FAKE NEWS! 🐻 🔥 

If you see media cameras rolling, break out your cellphone and share the REAL story. https://t.co/zWp8bKGEPl",Radicalism
"TODAY AND EVERYDAY 

MR. PRESIDENT https://t.co/LNjuda66gH",Radicalism
"Straight from the horses mouth.

#ALLLIVESMATER folks!

Divisiveness Must End

#JusticeAndPeace https://t.co/Dww1J0ubM5",Radicalism
"So the UN is officially taking sides with ANTIFA!

Buckle up.

Prayers up!

Wake up!

We are at war with the globalist indeed.

We are in End Game Chess ♟ 

https://t.co/BD7Ep4y3Le",Radicalism
@Flavia1024 :),Radicalism
"Wake Up!

You are ALL being PLAYED.

Get a grip! https://t.co/ohG1ixkv9b",Radicalism
I identify as a Fresh Air Breather!,Radicalism
@andrews07946277 @dani74829276 https://t.co/JNJmpWhjuz,Radicalism
@sandeemusready No medical degree required. How about a little common sense? https://t.co/0x9gfxvO42,Radicalism
"NOT something the media will probably ever show you. 

Kindly pass along... RT
:) 🙏🏼 https://t.co/gwfuAMUDFN",Radicalism
"WATCH PRESIDENT TRUMP'S MAKE AMERICA GREAT AGAIN RALLY RIGHT NOW!

On BrioTV

Today's alternative digital TV network.

Take Back The Airwaves!

BrioTV aims to be the Golden Spike in the midst of all the FAKE NEWS MEDIA!

Join the Movement!

https://t.co/R2JvtqkKZa https://t.co/7acQ4KCifv",Radicalism
"Dancing bears... and circus elephants! 🐻🐘🎪

Are YOU the American people entertained?!

https://t.co/VaxjQWPxwq",Radicalism
Great!  Appeals Court Upholds Justice Departments Request To Drop Criminal Case Against General Michael Flynn!,Radicalism
